Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,124.12999725341797,129.58999633789062,124.0,128.8000030517578,124.25749206542969,18592000
2022-01-04,130.8699951171875,135.5,130.3000030517578,133.39999389648438,128.6952362060547,25554900
2022-01-05,130.7100067138672,130.8800048828125,126.87999725341797,127.05999755859375,122.57884979248047,17891200
2022-01-06,127.0,129.0,124.80999755859375,128.47000122070312,123.93912506103516,16249000
2022-01-07,126.55000305175781,127.13999938964844,123.30999755859375,123.5,119.14440155029297,21248100
2022-01-10,125.11000061035156,125.87000274658203,123.26000213623047,125.01000213623047,120.60115814208984,11857700
2022-01-11,126.54000091552734,129.5500030517578,125.5,129.1699981689453,124.61442565917969,12113100
2022-01-12,130.5,132.9199981689453,130.22000122070312,132.22999572753906,127.5665283203125,16389200
2022-01-13,140.75,145.0,138.9199981689453,139.19000244140625,134.28106689453125,52020000
2022-01-14,136.08999633789062,143.8800048828125,136.08999633789062,140.66000366210938,135.69920349121094,28255300
2022-01-18,136.75,137.17999267578125,133.2899932861328,133.8300018310547,129.110107421875,15191400
2022-01-19,134.6199951171875,135.89999389648438,130.94000244140625,131.00999450683594,126.38954162597656,11155100
2022-01-20,131.9199981689453,132.75,128.1999969482422,128.3300018310547,123.8040542602539,11421900
2022-01-21,127.08000183105469,127.9800033569336,124.2699966430664,124.52999877929688,120.1380844116211,15573700
2022-01-24,123.7699966430664,126.06999969482422,120.12999725341797,125.95999908447266,121.51764678955078,17083400
2022-01-25,125.48999786376953,125.81999969482422,121.69999694824219,122.4800033569336,118.16038513183594,11370500
2022-01-26,125.37999725341797,126.66999816894531,121.88999938964844,123.08000183105469,118.73921966552734,13592100
2022-01-27,124.0,124.13999938964844,116.02999877929688,116.37999725341797,112.27550506591797,18599800
2022-01-28,118.70999908447266,119.5999984741211,114.19000244140625,117.61000061035156,113.4621353149414,14005900
2022-01-31,119.5199966430664,122.7699966430664,118.80999755859375,122.62999725341797,118.30508422851562,10189100
2022-02-01,122.9000015258789,123.23999786376953,120.0999984741211,123.05000305175781,118.71028137207031,6956300
2022-02-02,126.2300033569336,126.47000122070312,122.55000305175781,124.1500015258789,119.77147674560547,8562900
2022-02-03,121.44999694824219,123.87999725341797,119.25,119.83999633789062,115.61347961425781,9926800
2022-02-04,120.44000244140625,121.83000183105469,119.38999938964844,121.0199966430664,116.75187683105469,5743200
2022-02-07,122.55999755859375,124.0999984741211,121.87999725341797,122.30999755859375,117.99637603759766,6562900
2022-02-08,122.0,123.86000061035156,121.61000061035156,123.70999908447266,119.34700012207031,7036200
2022-02-09,124.87999725341797,125.55000305175781,122.76000213623047,125.5199966430664,121.09315490722656,10979700
